name,unmodified_size,modified_size,can_fly,good,danger,modified_speed,combat_value
friendly nice hydra,5,3,0,1,1,4,7.0
tiny average basilisk,3,2,0,0,1,4,6.0
evil mystical priest,3,3,0,1,0,2,5.0
dead evil goblin,2,2,-1,-1,-1,-2,0.0
angelic average orc,3,3,0,1,1,3,6.0
murderous demonic snake,1,5,0,-1,1,4,11.700000000000001
angelic giant gnat,1,4,0,1,0,2,6.0
sick normal manticore,3,2,0,0,1,3,3.5
aggressive angelic pegasus,3,4,0,1,1,6,12.0
large demonic harpy,2,4,0,-1,1,5,9.0
crazy friendly mummy,3,4,0,1,0,2,6.6000000000000005
sick mini jedi,3,1,0,0,-1,3,2.8
awful aquatic salamander,2,3,-1,-1,0,3,5.4
kind toy snake,1,-2,0,1,-1,2,0.0
kind quick tiger,4,3,0,1,1,6,9.0
flying cursed rat,2,2,1,-1,0,6,8.0
big ghostly demon,5,6,1,0,1,5,8.8
fast large cyclops,4,5,0,0,1,5,10.0
regular aggressive man,3,4,0,0,0,3,8.4
weakened plain sphinx,3,2,0,0,1,2,3.6
ethereal celestial condor,3,4,1,1,0,4,5.6
weak ancient human,3,3,0,0,0,2,6.0
huge murderous unicorn,3,8,0,-1,1,6,18.2
ghostly huge troll,4,6,1,0,1,1,5.6000000000000005
normal angry cerberus,4,5,0,0,1,6,12.100000000000001
tired mystical gorgon,3,2,0,1,1,2,3.6
regular poisonous sloth,3,3,0,0,0,2,7.0
microscopy kind sprite,1,-3,0,1,-1,4,1.0
murderous quick monkey,3,6,0,-1,1,6,15.600000000000001
angry enraged pig,3,6,0,-1,1,6,17.160000000000004
weak basic condor,3,2,0,0,0,5,5.6000000000000005
friendly average basilisk,3,2,0,1,1,4,6.0
evil holy wraith,3,3,0,-1,1,4,7.0
ethereal weakened basilisk,3,2,1,0,-1,2,2.52
petrified basic faun,2,2,-1,0,-1,0,0.8
aggressive celestial gnat,1,3,1,1,0,3,7.199999999999999
winged weakened mummy,3,2,1,0,0,4,6.4799999999999995
murderous plain weasel,2,5,0,-1,1,5,13.0
ice-covered ancient falcon,3,5,-1,0,1,6,18.150000000000002
tired small leviathan,5,3,0,0,1,3,5.4
friendly sick mouse,1,-1,0,1,-1,2,0.7
mystical ice-covered buzzard,3,4,-1,1,0,4,8.8
enraged cursed unicorn,3,5,0,-1,1,7,15.600000000000001
flying shadowy salamander,2,2,1,-1,0,6,8.0
floating toy mummy,3,1,1,0,-1,0,0.1
humongous toy bear,4,6,0,0,1,4,1.0
invisible petrified centaur,4,4,-1,0,-1,2,2.6400000000000006
tiny aquatic wolf,3,2,-1,0,1,5,6.3
shadowy awful spider,1,2,0,-1,0,2,4.0
demonic small ghost,2,2,0,-1,-1,2,4.0
small magical trout,2,1,0,1,-1,3,4.0
nice ferocious condor,3,3,0,1,1,6,12.6
tiny petrified pig,3,2,-1,0,-1,0,0.8
humongous demonic wraith,3,8,0,-1,1,4,12.0
friendly tired spider,1,-1,0,1,-1,1,0.0
sick giant rat,2,4,0,0,0,2,4.199999999999999
insane poisonous lion,4,6,0,-1,1,6,16.799999999999997
thunderous cursed fairie,1,2,0,-1,-1,5,8.4
little flying faun,2,1,1,0,-1,6,7.0
fast tiny orc,3,2,0,0,1,5,7.0
microscopy holy orc,3,0,0,1,-1,3,3.0
holy earth-bound fly,1,1,-1,1,-1,3,0.0
big earth-bound manticore,3,4,-1,0,-1,4,0.0
angelic crippled rat,2,0,-1,1,-1,1,0.3
floating large griffon,4,5,1,0,1,6,11.0
levitating plain yeti,4,4,1,0,1,5,9.0
earth-bound kind falcon,3,2,-1,1,-1,7,0.0
radiant nice minotaur,4,3,0,1,1,4,7.700000000000001
invisible big monkey,3,4,0,0,0,4,8.8
enraged ethereal wraith,3,5,1,-1,1,5,9.1
shadowy thunderous fish,2,3,0,-1,0,4,8.4
enraged insane gorrila,4,8,0,-1,1,6,18.2
dead ethereal shark,4,4,-1,0,-1,-1,0.020999999999999998
humongous tiny sphinx,3,6,0,0,1,3,9.0
nice insane griffon,4,5,0,1,1,8,13.0
murderous satanic cyclops,4,7,0,-1,1,4,14.3
unholy large rat,2,3,0,-1,0,3,6.0
awful insane spider,1,4,0,-1,0,3,7.0
quick floating horse,4,4,1,0,0,5,9.0
mini average ape,3,2,0,0,1,4,6.0
magical aquatic pixie,1,1,-1,1,-1,4,4.5
cursed little trout,2,1,0,-1,-1,3,4.0
fast humongous ape,3,7,0,0,1,6,13.0
knoble ice-covered buzzard,3,4,-1,1,0,4,8.8
magical weak sphinx,3,2,0,1,1,3,4.0
thunderous celestial eagle,3,5,1,1,1,7,14.399999999999999
regular poisonous dragon,5,5,0,0,1,8,18.2
levitating armored ogre,4,6,1,0,1,2,10.4
basic celestial elephant,5,6,1,1,1,4,10.0
thunderous ancient minnow,1,3,0,0,1,3,10.799999999999999
ghostly ferocious sith,3,4,1,0,1,4,8.959999999999999
holy murderous nymph,2,5,0,1,1,4,11.700000000000001
holy murderous goblin,2,5,0,-1,1,4,11.700000000000001
enormous shadowy sith,3,6,0,-1,1,4,10.0
mystical petrified snake,1,1,-1,1,-1,0,0.4
winged invisible zerba,4,4,1,0,1,8,15.84
mystical little human,3,2,0,1,0,2,4.0
radiant fire-breathing banshee,2,3,0,1,1,6,14.850000000000001
demonic small bug,1,1,0,-1,-1,2,3.0
quick humongous fairie,1,5,0,0,1,5,10.0
small weakened vampire,4,2,0,0,1,5,6.3
angry big bug,1,3,0,0,0,3,6.6000000000000005
ancient levitating pixie,1,2,1,0,1,5,10.5
ice-covered raging tiger,4,8,-1,-1,1,6,20.020000000000003
demonic flying mouse,1,2,1,-1,-1,6,8.0
poisonous invisible wyvern,4,4,0,0,1,6,15.400000000000002
satanic evil werewolf,4,4,0,-1,1,5,9.0
shadowy sick demon,5,4,0,-1,1,5,6.3
aggressive cursed dragon,5,6,0,-1,1,9,18.0
fast radiant mermaid,2,2,0,1,0,5,7.700000000000001
kind microscopy harpy,2,-2,0,1,-1,5,3.0
tired earth-bound shark,4,3,-1,0,-1,4,0.0
ferocious giant yeti,4,8,0,0,1,5,18.2
friendly giant banshee,2,4,0,1,1,6,10.0
aggressive crippled mouse,1,0,-1,0,-1,2,0.72
demonic tired ghost,2,2,0,-1,-1,1,2.7
tiny dead wyvern,4,3,-1,0,-1,1,0.04
tired little bird,2,0,0,0,-1,3,2.7
knoble kind hydra,5,4,0,1,1,4,8.0
magical insane weasel,2,4,0,0,0,5,9.0
sick friendly griffin,5,3,0,1,1,7,7.0
regular sick ape,3,2,0,0,1,3,3.5
shadowy angelic priest,3,3,0,1,0,2,5.0
huge ghostly gorgon,3,5,1,0,1,2,5.6000000000000005
dead sick sloth,3,2,-1,0,-1,-4,-0.013999999999999999
ancient tired elephant,5,5,0,0,1,3,10.8
enraged earth-bound lion,4,6,-1,-1,1,7,0.0
large evil person,3,4,0,-1,0,2,6.0
crazy sleeping orc,3,3,0,0,-1,0,0.33000000000000007
lightning dead kraken,5,5,-1,0,1,2,0.07
tired quick troll,4,3,0,0,1,2,4.5
angry insane werewolf,4,7,0,-1,1,7,15.400000000000002
microscopy invisible dwarf,2,-1,0,0,-1,2,1.1
ancient huge spider,1,4,0,0,0,2,9.0
ferocious weak basilisk,3,3,0,0,1,5,8.959999999999999
weakened plain leviathan,5,4,0,0,1,3,6.3
tired aggressive dwarf,2,2,0,0,0,2,4.32
big tiny snake,1,1,0,0,-1,3,4.0
little petrified sith,3,2,-1,0,-1,1,1.2000000000000002
mystical cursed zerba,4,4,0,0,0,5,9.0
ice-covered raging roc,5,9,-1,-1,1,7,22.880000000000003
little toy wyvern,4,1,0,0,-1,5,0.6000000000000001
normal winged pegasus,3,3,1,0,1,8,13.2
mini crippled wraith,3,0,-1,0,-1,2,0.6
aquatic floating leviathan,5,5,-1,0,1,3,7.2
quick thunderous wolf,3,4,0,0,1,7,13.2
nice toy cerberus,4,1,0,1,-1,4,0.5
aggressive aquatic mermaid,2,3,-1,0,0,4,7.5600000000000005
quick lightning sphinx,3,3,0,0,1,7,10.0
aquatic crazy condor,3,5,-1,0,1,5,9.9
demonic insane wraith,3,6,0,-1,1,5,11.0
celestial unholy salamander,2,3,1,0,0,3,6.0
ancient flying manticore,3,4,1,0,1,7,16.5
petrified microscopy gnat,1,-2,-1,0,-1,-1,-1.2000000000000002
aggressive friendly mouse,1,1,0,1,-1,4,6.0
shadowy giant gorrila,4,7,0,-1,1,3,10.0
humongous tiny mummy,3,6,0,0,1,2,8.0
celestial crazy minotaur,4,7,1,1,1,4,12.100000000000001
large flying ghost,2,3,1,0,-1,5,8.0
humongous enormous human,3,10,0,0,1,2,12.0
mini fast basilisk,3,2,0,0,1,6,8.0
magical unholy fairy,1,1,0,1,-1,4,5.0
enormous ferocious kraken,5,9,0,0,1,5,19.599999999999998
aggressive weakened troll,4,4,0,0,1,2,6.4799999999999995
average toy griffon,4,2,0,0,-1,6,0.8
knoble insane tiger,4,6,0,0,1,6,12.0
fire-breathing mystical person,3,4,0,1,0,2,9.0
floating unholy human,3,3,1,-1,0,1,4.0
angelic ghostly zombie,2,2,1,1,-1,0,1.6
winged weakened pegasus,3,2,1,0,0,7,9.719999999999999
little sleeping weasel,2,-1,0,0,-1,1,0.0
invisible tiny vampire,4,3,0,0,1,6,9.9
big crazy goblin,2,5,0,0,1,3,8.8
invisible enraged bass,2,4,0,-1,1,5,12.870000000000001
sick microscopy minnow,1,-3,0,0,-1,1,-1.4
ferocious dead vampire,4,5,-1,0,1,2,0.09799999999999999
winged unholy bear,4,4,1,-1,1,8,14.399999999999999
demonic floating unicorn,3,4,1,-1,0,4,8.0
unholy huge pixie,1,3,0,-1,0,4,7.0
enormous tiny ghost,2,4,0,0,-1,2,6.0
satanic fast ghost,2,2,0,-1,-1,4,6.0
regular mystical spider,1,1,0,1,-1,2,3.0
sick lightning ogre,4,3,0,0,1,4,4.8999999999999995
petrified fast mouse,1,1,-1,0,-1,2,1.2000000000000002
enraged levitating yeti,4,6,1,-1,1,7,16.900000000000002
ethereal average person,3,3,1,0,-1,1,2.8
little ice-covered hippogriff,3,3,-1,0,0,4,7.700000000000001
giant friendly manticore,3,5,0,1,1,4,9.0
small levitating bass,2,1,1,0,-1,4,5.0
insane satanic minotaur,4,6,0,-1,1,5,11.0
cursed humongous monkey,3,7,0,-1,1,4,11.0
regular sleeping troll,4,2,0,0,-1,-1,0.1
nice little harpy,2,0,0,1,-1,5,5.0
evil sick ogre,4,3,0,-1,-1,1,2.8
regular poisonous bug,1,1,0,0,-1,2,4.199999999999999
radiant celestial pegasus,3,4,1,1,0,5,9.9
angelic ethereal salamander,2,2,1,1,-1,2,2.8
radiant sleeping gnat,1,-1,0,1,-1,-1,-0.22000000000000003
lightning poisonous angel,4,4,0,0,1,10,19.599999999999998
fire-breathing thunderous fairy,1,3,0,0,1,5,14.399999999999999
kind ferocious manticore,3,3,0,1,1,5,11.2
flying basic roc,5,5,1,0,1,9,14.0
big angry angel,4,6,0,0,1,8,15.400000000000002
earth-bound friendly minnow,1,0,-1,1,-1,2,0.0
awful aggressive ogre,4,6,0,-1,1,3,10.799999999999999
magical weak weasel,2,1,0,1,-1,4,4.0
tiny enormous roc,5,7,0,0,1,6,13.0
flying microscopy harpy,2,-1,1,0,-1,8,7.0
murderous insane human,3,8,0,-1,1,4,15.600000000000001
aggressive shadowy minotaur,4,5,0,-1,1,5,12.0
plain floating ape,3,3,1,0,1,3,6.0
weak dead rat,2,1,-1,0,-1,-2,-0.008
crazy giant nymph,2,7,0,0,1,3,11.0
lightning armored mouse,1,3,0,0,1,5,10.4
celestial mystical zerba,4,5,1,1,1,5,10.0
levitating ferocious orc,3,4,1,0,1,5,12.6
angelic nice eagle,3,2,0,1,0,6,8.0
basic angry dog,2,3,0,0,0,5,8.8
giant basic ghost,2,5,0,0,1,2,7.0
knoble humongous griffon,4,8,0,1,1,7,15.0
normal microscopy fish,2,-1,0,0,-1,3,2.0
tiny microscopy ghost,2,-2,0,0,-1,2,0.0
thunderous shadowy eagle,3,4,0,-1,1,7,13.2
regular weakened lion,4,3,0,0,1,4,6.3
shadowy awful mouse,1,2,0,-1,-1,3,5.0
fire-breathing insane salamander,2,5,0,-1,1,4,13.5
shadowy basic minnow,1,1,0,-1,-1,2,3.0
nice quick manticore,3,2,0,1,1,5,7.0
crippled flying mouse,1,-1,-1,0,-1,4,0.8999999999999999
huge evil vampire,4,6,0,-1,1,6,12.0
enraged fire-breathing griffon,4,7,0,-1,1,9,31.200000000000003
mystical large priest,3,4,0,1,0,2,6.0
cursed sleeping mermaid,2,0,0,-1,-1,0,0.0
weak murderous wraith,3,5,0,-1,1,5,10.4
satanic enormous bear,4,7,0,-1,1,5,12.0
sick awful horse,4,4,0,-1,0,4,5.6
fire-breathing regular mummy,3,4,0,0,0,2,9.0
aquatic poisonous cat,2,2,-1,0,0,4,7.56
poisonous mini nymph,2,1,0,0,-1,3,5.6
fire-breathing knoble ape,3,4,0,1,1,4,12.0
sick quick troll,4,3,0,0,1,2,3.5
shadowy ferocious pheonix,5,6,0,-1,1,8,19.599999999999998
celestial ghostly cat,2,3,1,1,0,3,4.800000000000001
unholy ethereal pegasus,3,3,1,-1,0,4,4.8999999999999995
average ferocious werewolf,4,5,0,0,1,6,15.399999999999999
holy basic bird,2,2,0,1,0,4,6.0
large knoble eagle,3,4,0,1,1,6,10.0
small nice cyclops,4,2,0,1,1,3,5.0
huge radiant yeti,4,6,0,1,1,4,11.0
ancient petrified minnow,1,2,-1,0,-1,-1,0.6000000000000001
kind quick vampire,4,3,0,1,1,7,10.0
crippled mystical angel,4,2,-1,1,-1,5,2.1
aggressive plain sphinx,3,4,0,0,1,4,9.6
dead ice-covered pig,3,4,-1,0,-1,-3,0.011000000000000001
crippled friendly bird,2,-1,-1,1,-1,2,0.3
earth-bound dead mummy,3,3,-1,0,-1,-3,0.0
friendly aggressive dog,2,2,0,1,0,5,8.4
lightning small gnat,1,0,0,0,-1,5,5.0
average aquatic tiger,4,4,-1,0,1,5,8.1
radiant mystical manticore,3,3,0,1,1,4,7.700000000000001
large petrified orc,3,4,-1,0,-1,0,1.6
basic murderous falcon,3,6,0,-1,1,8,18.2
crazy murderous pegasus,3,8,0,-1,1,6,20.020000000000003
friendly weak cat,2,0,0,1,-1,4,3.2
radiant satanic condor,3,3,0,0,0,5,8.8
armored ghostly griffon,4,6,1,0,1,5,11.440000000000001
ethereal crazy tiger,4,6,1,0,1,4,7.700000000000001
friendly normal cyclops,4,3,0,1,1,3,6.0
toy levitating harpy,2,0,1,0,-1,5,0.5
sick big vampire,4,4,0,0,1,5,6.3
regular kind dwarf,2,1,0,1,-1,2,3.0
thunderous mini shark,4,4,0,0,1,6,12.0
normal mystical wraith,3,3,0,1,1,4,7.0
aggressive flying horse,4,5,1,0,1,9,16.8
ferocious large mummy,3,5,0,0,1,3,11.2
friendly invisible vampire,4,3,0,1,1,6,9.9
knoble angelic cockatrice,2,2,0,1,1,5,7.0
armored ferocious pixie,1,4,0,0,1,4,14.559999999999999
angry sleeping dwarf,2,1,0,0,-1,0,0.11000000000000001
radiant ice-covered pheonix,5,6,-1,1,1,6,14.520000000000003
fast big pheonix,5,6,0,0,1,9,15.0
plain normal pixie,1,1,0,0,-1,4,5.0
microscopy ice-covered elephant,5,3,-1,0,1,3,6.6000000000000005
unholy weak nymph,2,1,0,-1,-1,3,3.2
enraged aggressive sphinx,3,6,0,-1,1,6,18.720000000000002
ancient average sphinx,3,4,0,0,1,3,10.5
ghostly giant tiger,4,7,1,0,1,4,8.8
mystical tiny fairy,1,0,0,1,-1,4,4.0
crazy little mouse,1,2,0,0,-1,3,5.5
angry aggressive yeti,4,6,0,0,1,6,15.84
insane flying zombie,2,4,1,-1,1,5,9.0
giant fast man,3,6,0,0,1,4,10.0
knoble average wolf,3,3,0,1,1,5,8.0
giant satanic jedi,3,6,0,-1,1,4,10.0
thunderous humongous pegasus,3,8,0,0,1,6,16.8
winged toy elephant,5,3,1,0,-1,6,1.0799999999999998
average evil kraken,5,5,0,-1,1,4,9.0
basic nice minotaur,4,3,0,1,1,4,7.0
satanic mini troll,4,3,0,-1,1,2,5.0
floating normal zerba,4,4,1,0,0,4,8.0
large crippled pheonix,5,4,-1,0,-1,5,2.6999999999999997
ethereal cursed person,3,3,1,-1,-1,1,2.8
microscopy basic orc,3,0,0,0,-1,3,3.0
huge large gorrila,4,7,0,0,1,3,10.0
sick holy rat,2,1,0,1,-1,2,2.0999999999999996
holy ethereal snake,1,1,1,1,-1,2,2.0999999999999996
unholy sleeping fly,1,-1,0,-1,-1,0,-0.1
small tiny zombie,2,0,0,0,-1,1,1.0
nice awful hydra,5,5,0,-1,1,4,9.0
angry winged hydra,5,6,1,0,1,8,18.48
dead evil buzzard,3,3,-1,-1,-1,0,0.03
lightning weakened dragon,5,4,0,0,1,10,12.6
basic aquatic minotaur,4,4,-1,0,1,4,7.2
fast plain basilisk,3,3,0,0,1,6,9.0
shadowy angry lion,4,5,0,-1,1,6,12.100000000000001
enraged ice-covered person,3,6,-1,-1,1,3,12.870000000000003
radiant ancient vampire,4,5,0,1,1,6,18.150000000000002
insane unholy ape,3,5,0,-1,1,5,10.0
sick sleeping lion,4,1,0,0,-1,1,0.13999999999999999
radiant armored elephant,5,7,0,1,1,3,14.3
large average griffin,5,6,0,0,1,8,14.0
shadowy ghostly priest,3,3,1,-1,0,1,3.2
normal angry gorrila,4,5,0,0,1,4,9.9
knoble floating weasel,2,2,1,1,0,3,5.0
enraged floating goblin,2,4,1,-1,1,4,10.4
shadowy invisible elf,3,3,0,-1,0,3,6.6000000000000005
aquatic armored sloth,3,5,-1,0,1,1,7.0200000000000005
satanic armored dog,2,4,0,-1,0,3,9.1
murderous nice sparrow,1,3,0,0,1,5,10.4
floating ice-covered griffin,5,6,1,0,1,6,13.200000000000001
sleeping enraged gnat,1,1,0,-1,-1,1,0.26
humongous giant roc,5,12,0,0,1,6,18.0
little crippled cat,2,-1,-1,0,-1,2,0.3
angelic ghostly ogre,4,4,1,1,1,1,4.0
mini mystical unicorn,3,2,0,1,0,5,7.0
weak sleeping gnat,1,-2,0,0,-1,-1,-0.24000000000000005
flying crazy vampire,4,6,1,0,1,9,16.5
basic toy wraith,3,1,0,0,-1,3,0.4
cursed knoble snake,1,1,0,-1,-1,3,4.0
poisonous murderous sparrow,1,4,0,-1,1,5,16.38
mystical plain gorgon,3,3,0,1,1,3,6.0
big enormous fairy,1,5,0,0,1,4,9.0
lightning sleeping sprite,1,-1,0,0,-1,4,0.30000000000000004
petrified little dragon,5,4,-1,0,1,5,3.6
flying unholy trout,2,2,1,-1,-1,6,8.0
weak flying unicorn,3,2,1,0,0,8,8.0
tiny lightning hydra,5,4,0,0,1,7,11.0
holy aquatic jedi,3,3,-1,1,1,4,6.3
angelic nice harpy,2,1,0,1,-1,5,6.0
ethereal giant kraken,5,8,1,0,1,3,7.699999999999999
murderous basic fish,2,5,0,-1,1,4,11.700000000000001
tired ancient basilisk,3,3,0,0,1,3,8.100000000000001
winged fire-breathing manticore,3,4,1,0,1,7,19.799999999999997
enormous aggressive griffon,4,8,0,0,1,8,19.2
average ancient weasel,2,3,0,0,1,4,10.5
fire-breathing big pegasus,3,5,0,0,1,5,15.0
dead floating salamander,2,2,-1,0,-1,-3,-0.01
armored ghostly monkey,3,5,1,0,1,2,7.28
toy celestial roc,5,4,1,1,-1,5,0.9
ferocious holy rat,2,3,0,1,0,4,9.799999999999999
kind friendly leviathan,5,3,0,1,1,4,7.0
kind invisible cyclops,4,3,0,1,1,3,6.6000000000000005
kind poisonous pegasus,3,2,0,1,0,5,9.799999999999999
ferocious levitating buzzard,3,4,1,0,1,7,15.399999999999999
plain aquatic griffon,4,4,-1,0,1,7,9.9
angry little griffin,5,5,0,0,1,9,15.400000000000002
weakened floating angel,4,3,1,0,1,5,7.2
poisonous sleeping goblin,2,0,0,0,-1,0,0.0
quick aggressive demon,5,6,0,0,1,8,16.8
huge evil basilisk,3,5,0,-1,1,4,9.0
mini weak gorgon,3,1,0,0,-1,3,3.2
enormous lightning trout,2,5,0,0,1,6,11.0
aquatic poisonous troll,4,4,-1,0,1,2,7.56
unholy knoble pheonix,5,5,0,1,1,7,12.0
murderous angelic pegasus,3,6,0,1,1,6,15.600000000000001
holy microscopy salamander,2,-1,0,1,-1,3,2.0
lightning microscopy elephant,5,2,0,0,1,7,9.0
fire-breathing angelic leviathan,5,6,0,1,1,4,15.0
aggressive sleeping yeti,4,3,0,0,-1,2,0.6000000000000001
aggressive armored orc,3,6,0,0,1,3,14.04
large radiant hydra,5,6,0,1,1,4,11.0
demonic normal bird,2,3,0,-1,0,4,7.0
aggressive poisonous sparrow,1,2,0,0,1,5,11.76
unholy enormous tiger,4,7,0,-1,1,5,12.0
flying sick centaur,4,3,1,0,1,7,7.0
small invisible snake,1,0,0,0,-1,3,3.3000000000000003
earth-bound mini griffon,4,3,-1,0,-1,7,0.0
little enraged pheonix,5,6,0,-1,1,9,19.5
cursed tiny sloth,3,2,0,-1,0,2,4.0
insane petrified pheonix,5,7,-1,-1,1,5,4.800000000000001
aquatic cursed hippogriff,3,3,-1,-1,0,5,7.2
nice ferocious goblin,2,2,0,1,1,4,8.399999999999999
cursed angry shark,4,5,0,-1,1,6,12.100000000000001
fire-breathing floating sprite,1,2,1,0,0,3,7.5
humongous demonic basilisk,3,8,0,-1,1,4,12.0
microscopy unholy person,3,0,0,-1,-1,2,2.0
aquatic weakened hydra,5,4,-1,0,1,3,5.67
big demonic pig,3,5,0,-1,1,3,8.0
invisible ethereal falcon,3,3,1,0,0,6,6.93
flying earth-bound cerberus,4,4,-1,0,-1,8,0.0
ferocious levitating ogre,4,5,1,0,1,4,12.6
quick raging goblin,2,5,0,-1,1,6,14.3
quick fast person,3,3,0,0,0,5,8.0
fast friendly demon,5,4,0,1,1,8,12.0
petrified ice-covered pheonix,5,6,-1,0,1,3,3.9600000000000004
poisonous dead mummy,3,3,-1,0,-1,-3,0.0
basic crazy horse,4,6,0,0,1,5,12.100000000000001
humongous sleeping gorrila,4,6,0,0,1,0,0.6000000000000001
toy large gorgon,3,2,0,0,-1,2,0.4
toy invisible hydra,5,3,0,0,-1,3,0.6600000000000001
unholy awful leviathan,5,6,0,-1,1,4,10.0
sick celestial griffin,5,5,1,1,1,7,8.399999999999999
humongous ghostly shark,4,8,1,0,1,4,9.600000000000001
plain crazy sparrow,1,3,0,0,-1,4,7.700000000000001
satanic kind leviathan,5,4,0,-1,1,4,8.0
radiant weak mermaid,2,1,0,1,-1,3,3.5200000000000005
thunderous kind horse,4,4,0,1,1,6,12.0
mystical mini ghost,2,1,0,1,-1,2,3.0
knoble angry goblin,2,3,0,1,1,4,7.700000000000001
aggressive normal minnow,1,2,0,0,-1,3,6.0
winged aggressive mummy,3,4,1,0,1,6,14.399999999999999
demonic huge gnat,1,4,0,-1,0,2,6.0
friendly murderous sphinx,3,5,0,0,1,4,11.700000000000001
basic friendly gorrila,4,3,0,1,1,3,6.0
weakened magical rat,2,1,0,1,-1,2,2.7
nice celestial sith,3,3,1,1,1,4,7.0
kind satanic weasel,2,1,0,0,-1,4,5.0
large angelic ogre,4,5,0,1,1,2,7.0
levitating friendly pegasus,3,2,1,1,0,6,8.0
average fire-breathing fairy,1,2,0,0,-1,4,9.0
unholy regular elf,3,3,0,-1,0,3,6.0
holy angelic pegasus,3,3,0,1,0,5,8.0
dead giant trout,2,5,-1,0,1,-2,0.03
celestial demonic sloth,3,5,1,0,1,2,7.0
ferocious weak faun,2,2,0,0,0,4,6.719999999999999
tired basic bear,4,3,0,0,1,4,6.3
angry insane ghost,2,5,0,-1,1,4,9.9
dead humongous gnat,1,5,-1,0,1,-3,0.02
sick dead sprite,1,0,-1,0,-1,-2,-0.013999999999999999
tiny weak person,3,1,0,0,-1,2,2.4000000000000004
enraged lightning ogre,4,6,0,-1,1,7,16.900000000000002
ancient microscopy fly,1,-1,0,0,-1,3,3.0
kind insane man,3,4,0,0,0,3,7.0
fire-breathing average mermaid,2,3,0,0,0,3,9.0
toy enormous gnat,1,2,0,0,-1,1,0.30000000000000004
huge fast yeti,4,6,0,0,1,6,12.0
radiant regular leviathan,5,5,0,1,1,4,9.9
aquatic fire-breathing man,3,4,-1,0,0,2,8.100000000000001
little earth-bound demon,5,4,-1,0,-1,6,0.0
fast regular hippogriff,3,3,0,0,1,7,10.0
mini weak zerba,4,2,0,0,0,5,5.6000000000000005
mini earth-bound wraith,3,2,-1,0,-1,4,0.0
nice kind elephant,5,3,0,1,1,4,7.0
invisible floating person,3,3,1,0,0,1,4.4
crazy levitating goblin,2,4,1,0,1,4,8.8
sleeping raging horse,4,5,0,-1,1,4,1.1700000000000002
satanic quick troll,4,4,0,-1,1,3,7.0
big thunderous bear,4,6,0,0,1,6,14.399999999999999
celestial friendly falcon,3,3,1,1,1,7,10.0
lightning normal werewolf,4,4,0,0,1,8,12.0
ethereal earth-bound cerberus,4,4,-1,0,-1,4,0.0
enraged quick man,3,5,0,-1,1,5,13.0
magical thunderous sloth,3,4,0,1,0,3,8.4
tired earth-bound zerba,4,3,-1,0,-1,4,0.0
small holy wyvern,4,3,0,1,1,6,9.0
dead ancient trout,2,3,-1,0,-1,-2,0.015
kind sleeping dragon,5,2,0,1,-1,5,0.7000000000000001
mystical raging goblin,2,5,0,-1,1,5,13.0
weak murderous elf,3,5,0,-1,1,4,9.360000000000001
satanic sleeping griffon,4,2,0,-1,-1,4,0.6000000000000001
poisonous tiny falcon,3,2,0,0,1,7,12.6
large ghostly horse,4,5,1,0,1,4,7.2
basic cursed human,3,3,0,-1,0,2,5.0
awful invisible sparrow,1,2,0,-1,-1,4,6.6000000000000005
mini evil sphinx,3,2,0,-1,1,3,5.0
fire-breathing crazy tiger,4,7,0,0,1,5,19.8
winged shadowy mummy,3,3,1,-1,0,5,9.6
tired normal salamander,2,1,0,0,-1,2,2.7
holy angry cat,2,3,0,1,0,5,8.8
floating aquatic tiger,4,4,-1,0,1,4,7.2
lightning big priest,3,4,0,0,0,5,9.0
humongous tired horse,4,7,0,0,1,4,9.9
ferocious mystical bird,2,3,0,1,1,5,11.2
giant raging banshee,2,8,0,-1,1,8,20.8
nice fire-breathing leviathan,5,5,0,1,1,4,13.5
knoble satanic gnat,1,1,0,0,-1,2,3.0
winged ethereal sphinx,3,3,1,0,1,5,6.72
quick fast ape,3,3,0,0,1,7,10.0
angry radiant zombie,2,3,0,1,1,2,6.050000000000001
sleeping friendly fly,1,-2,0,1,-1,0,-0.2
dead regular griffin,5,5,-1,0,1,3,0.08
winged microscopy gnat,1,-2,1,0,-1,5,3.5999999999999996
floating magical fly,1,1,1,1,-1,2,3.0
huge kind mouse,1,2,0,1,-1,3,5.0
sick floating hydra,5,4,1,0,1,2,4.199999999999999
levitating crippled dragon,5,3,1,0,-1,7,3.0
weakened magical weasel,2,1,0,1,-1,3,3.6
poisonous tiny person,3,2,0,0,0,2,5.6
ghostly knoble centaur,4,4,1,1,1,4,6.4
murderous weakened elephant,5,7,0,-1,1,4,12.870000000000001
evil mini unicorn,3,2,0,-1,0,5,7.0
toy radiant person,3,1,0,1,-1,1,0.22000000000000003
large celestial falcon,3,5,1,1,1,7,12.0
tired enormous cockatrice,2,4,0,0,1,4,7.2
earth-bound celestial bass,2,3,-1,1,-1,3,0.0
earth-bound unholy griffin,5,5,-1,-1,1,8,0.0
holy huge ogre,4,6,0,1,1,2,8.0
insane regular bird,2,4,0,-1,0,5,9.0
murderous small ape,3,5,0,-1,1,5,13.0
crazy regular kraken,5,7,0,0,1,4,12.100000000000001
basic ice-covered cerberus,4,5,-1,0,1,4,9.9
friendly mini mermaid,2,0,0,1,-1,3,3.0
